,tx_id,is_fraudulent
254,12256440,f
255,12256447,f
256,12256453,f
257,12256454,f
258,12256464,f
259,12256465,f
260,12256469,f
261,12256489,f
262,12256491,f
263,12256506,f
264,12256508,f
265,12256518,f
266,12256519,f
267,12256523,f
268,12256527,f
269,12256528,f
270,12256534,f
271,12256536,f
272,12256546,f
273,12256548,f
274,12256550,f
275,12256555,f
276,12256557,f
277,12256559,f
278,12256563,f
279,12256567,f
280,12256568,f
281,12256585,f
282,12256598,f
283,12256610,f
284,12256617,f
285,12256618,f
286,12256619,f
287,12256621,f
288,12256623,f
289,12256626,f
290,12256638,f
291,12256645,f
292,12256652,f
293,12256656,f
294,12256658,f
295,12256659,f
296,12256671,f
297,12256677,f
298,12256679,f
299,12256687,f
300,12256690,f
301,12256691,f
302,12256697,f
303,12256701,f
304,12256727,f
305,12256729,f
306,12256731,f
307,12256743,f
308,12256745,f
309,12256757,f
310,12256763,f
311,12256766,f
312,12256770,f
313,12256790,f
314,12256804,f
315,12256806,f
316,12256807,f
317,12256813,f
318,12256822,f
319,12256834,f
320,12256841,f
321,12256849,f
322,12256850,f
323,12256857,f
324,12256858,f
325,12256867,f
326,12256874,f
327,12256876,f
328,12256879,f
329,12256883,f
330,12256886,f
331,12256887,f
332,12256890,f
333,12256893,f
334,12256898,f
335,12256902,f
336,12256917,f
337,12256937,f
338,12256944,f
339,12256953,f
340,12256964,f
341,12256969,f
342,12256970,f
343,12256973,f
344,12256980,f
345,12256981,f
346,12256983,f
347,12257001,f
348,12257004,f
349,12257010,f
350,12257011,f
351,12257014,f
352,12257023,f
353,12257025,f
354,12257031,f
355,12257034,f
356,12257048,f
357,12257050,f
358,12257052,f
359,12257055,f
360,12257057,f
361,12257059,f
362,12257069,f
363,12257070,f
364,12257071,f
365,12257072,f
366,12257077,f
367,12257086,f
368,12257093,f
369,12257098,f
370,12257107,f
371,12257117,f
372,12257119,f
373,12257126,f
374,12257129,f
375,12257131,f
376,12257136,f
377,12257146,f
378,12257147,f
379,12257152,f
380,12257154,f
381,12257155,f
382,12257158,f
383,12257166,f
384,12257169,f
385,12257172,f
386,12257175,f
387,12257186,f
388,12257187,f
389,12257193,f
390,12257197,f
391,12257201,f
392,12257203,f
393,12257215,f
394,12257219,f
395,12257222,f
396,12257225,f
397,12257233,f
398,12257234,f
399,12257237,f
400,12257239,f
401,12257240,f
402,12257241,f
403,12257242,f
404,12257251,f
405,12257252,f
406,12257257,f
407,12257259,f
408,12257262,f
409,12257275,f
410,12257278,f
411,12257282,f
412,12257290,f
413,12257299,f
414,12257300,f
415,12257304,f
416,12257306,f
417,12257307,f
418,12257309,f
419,12257313,f
420,12257318,f
421,12257319,f
422,12257320,f
423,12257323,f
424,12257333,f
425,12257334,f
426,12257338,f
427,12257340,f
428,12257341,f
429,12257343,f
430,12257351,f
431,12257384,f
432,12257410,f
433,12257417,f
434,12257424,f
435,12257425,f
436,12257426,f
437,12257428,f
438,12257434,f
439,12257443,f
440,12257444,f
441,12257462,f
442,12257463,f
443,12257464,f
444,12257473,f
445,12257475,f
446,12257476,f
447,12257478,f
448,12257480,f
449,12257482,f
450,12257484,f
451,12257485,f
452,12257488,f
453,12257490,f
454,12257492,f
455,12257497,f
456,12257501,f
457,12257504,f
458,12257505,f
459,12257506,f
460,12257510,f
461,12257528,f
462,12257530,f
463,12257534,f
464,12257540,f
465,12257552,f
466,12257563,f
467,12257565,f
468,12257569,f
469,12257570,f
470,12257581,f
471,12257582,f
472,12257588,f
473,12257589,f
474,12257592,f
475,12257594,f
476,12257596,f
477,12257599,f
478,12257602,f
479,12257603,f
480,12257605,f
481,12257607,f
482,12257612,f
483,12257615,f
484,12257622,f
485,12257627,f
486,12257629,f
487,12257639,f
488,12257641,f
489,12257642,f
490,12257643,f
491,12257649,f
492,12257655,f
493,12257656,f
494,12257660,f
495,12257661,f
496,12257665,f
497,12257668,f
498,12257670,f
499,12257671,f
500,12257672,f
501,12257673,f
502,12257674,f
503,12257679,f
504,12257682,f
505,12257687,f
506,12257689,f
507,12257691,f
508,12257692,f
509,12257693,f
510,12257698,f
511,12257700,f
512,12257704,f
513,12257705,f
514,12257707,f
515,12257718,f
516,12257735,f
517,12257738,f
518,12257741,f
519,12257747,f
520,12257748,f
521,12257758,f
522,12257762,f
523,12257764,f
524,12257768,f
525,12257769,f
526,12257773,f
527,12257788,f
528,12257794,f
529,12257796,f
530,12257798,f
531,12257799,f
532,12257801,f
533,12257803,f
534,12257813,f
535,12257814,f
536,12257815,f
537,12257818,f
538,12257819,f
539,12257822,f
540,12257826,f
541,12257831,f
542,12257834,f
543,12257835,f
544,12257837,f
545,12257840,f
546,12257848,f
547,12257849,f
548,12257861,f
549,12257866,f
550,12257874,f
551,12257876,f
552,12257881,f
553,12257882,f
554,12257884,f
555,12257886,f
556,12257887,f
557,12257888,f
558,12257894,f
559,12257898,f
560,12257902,f
561,12257905,f
562,12257907,f
563,12257913,f
564,12257914,f
565,12257916,f
566,12257918,f
567,12257920,f
568,12257923,f
569,12257924,f
570,12257931,f
571,12257934,f
572,12257938,f
573,12257958,f
574,12257961,f
575,12257967,f
576,12257968,f
577,12257971,f
578,12257972,f
579,12257974,f
580,12257976,f
581,12257982,f
582,12257987,f
583,12257990,f
584,12257992,f
585,12257993,f
586,12258002,f
587,12258008,f
588,12258013,f
589,12258014,f
590,12258017,f
591,12258024,f
592,12258036,f
593,12258046,f
594,12258051,f
595,12258053,f
596,12258056,f
597,12258060,f
598,12258062,f
599,12258071,f
600,12258077,f
601,12258078,f
602,12258081,f
603,12258090,f
604,12258093,f
605,12258094,f
606,12258098,f
607,12258103,f
608,12258106,f
609,12258109,f
610,12258113,f
611,12258118,f
612,12258126,f
613,12258129,f
614,12258130,f
615,12258134,f
616,12258138,f
617,12258143,f
618,12258147,f
619,12258148,f
620,12258153,f
621,12258155,f
622,12258159,f
623,12258160,f
624,12258161,f
625,12258162,f
626,12258167,f
627,12258169,f
628,12258170,f
629,12258172,f
630,12258173,f
631,12258176,f
632,12258179,f
633,12258189,f
634,12258190,f
635,12258194,f
636,12258196,f
637,12258202,f
638,12258206,f
639,12258215,f
640,12258220,f
641,12258222,f
642,12258224,f
643,12258227,f
644,12258228,f
645,12258231,f
646,12258235,f
647,12258237,f
648,12258238,f
649,12258249,f
650,12258251,t
651,12258253,f
652,12258256,f
653,12258259,f
654,12258260,f
655,12258269,f
656,12258274,f
657,12258275,f
658,12258283,f
659,12258287,f
660,12258290,f
661,12258292,f
662,12258302,f
663,12258304,f
664,12258311,f
665,12258320,f
666,12258323,f
667,12258325,f
668,12258327,f
669,12258334,f
670,12258338,f
671,12258352,f
672,12258355,f
673,12258357,f
674,12258359,f
675,12258363,f
676,12258368,f
677,12258371,f
678,12258374,f
679,12258375,f
680,12258380,f
681,12258386,f
682,12258387,f
683,12258392,f
684,12258400,f
685,12258403,f
686,12258412,f
687,12258415,f
688,12258417,f
689,12258423,f
690,12258426,f
691,12258438,f
692,12258440,f
693,12258442,f
694,12258444,f
695,12258449,f
696,12258456,f
697,12258458,f
698,12258461,f
699,12258462,f
700,12258471,f
701,12258478,f
702,12258479,f
703,12258485,f
704,12258486,f
705,12258493,f
706,12258495,f
707,12258502,f
708,12258504,f
709,12258506,f
710,12258510,f
711,12258511,f
712,12258514,f
713,12258516,f
714,12258518,f
715,12258520,f
716,12258521,f
717,12258523,f
718,12258532,f
719,12258537,f
720,12258543,f
721,12258546,f
722,12258550,f
723,12258554,f
724,12258557,f
725,12258559,f
726,12258563,f
727,12258567,f
728,12258569,f
729,12258571,f
730,12258579,f
731,12258581,f
732,12258592,f
733,12258593,f
734,12258596,f
735,12258605,f
736,12258607,f
737,12258609,f
738,12258610,f
739,12258619,f
740,12258629,f
741,12258636,f
742,12258637,f
743,12258639,f
744,12258640,f
745,12258643,f
746,12258644,f
747,12258653,f
748,12258654,f
749,12258656,f
750,12258666,f
751,12258667,f
752,12258669,f
753,12258679,f
754,12258685,f
755,12258691,f
756,12258703,f
757,12258705,f
758,12258708,f
759,12258720,f
760,12258727,f
761,12258729,f
762,12258733,f
763,12258737,f
764,12258739,f
765,12258742,f
766,12258746,f
767,12258753,f
768,12258755,f
769,12258758,f
770,12258771,f
771,12258773,f
772,12258776,f
773,12258778,f
774,12258779,f
775,12258784,f
776,12258789,f
777,12258797,f
778,12258804,f
779,12258805,f
780,12258807,f
781,12258813,f
782,12258822,f
783,12258824,f
784,12258826,f
785,12258828,f
786,12258829,f
787,12258832,f
788,12258835,f
789,12258836,f
790,12258838,f
791,12258839,f
792,12258840,f
793,12258842,f
794,12258850,f
795,12258865,f
796,12258869,f
797,12258874,f
798,12258880,f
799,12258889,f
800,12258895,f
801,12258899,f
802,12258901,f
803,12258906,f
804,12258909,f
805,12258910,f
806,12258911,f
807,12258918,f
808,12258922,f
809,12258925,f
810,12258930,f
811,12258934,f
812,12258939,f
813,12258941,f
814,12258943,f
815,12258949,f
816,12258954,f
817,12258956,f
818,12258960,f
819,12258962,f
820,12258968,f
821,12258971,f
822,12258976,f
823,12258991,f
824,12258997,f
825,12259005,f
826,12259010,f
827,12259015,f
828,12259019,f
829,12259021,f
830,12259022,f
831,12259027,f
832,12259037,f
833,12259048,f
834,12259049,f
835,12259050,f
836,12259053,f
837,12259056,f
838,12259057,f
839,12259060,f
840,12259070,f
841,12259084,f
842,12259086,f
843,12259106,f
844,12259108,f
845,12259110,f
846,12259113,f
847,12259115,f
848,12259118,f
849,12259123,f
850,12259133,f
851,12259134,f
852,12259135,f
853,12259138,f
854,12259154,f
855,12259157,f
856,12259165,f
857,12259172,f
858,12259175,f
859,12259178,f
860,12259184,f
861,12259186,f
862,12259188,f
863,12259189,f
864,12259208,f
865,12259212,f
866,12259213,f
867,12259217,f
868,12259218,f
869,12259219,f
870,12259224,f
871,12259228,f
872,12259229,f
873,12259238,f
874,12259247,f
875,12259249,f
876,12259252,f
877,12259255,f
878,12259257,f
879,12259258,f
880,12259260,f
881,12259265,f
882,12259270,f
883,12259273,f
884,12259276,f
885,12259280,f
886,12259288,f
887,12259291,f
888,12259293,f
889,12259298,f
890,12259299,f
891,12259304,f
892,12259305,f
893,12259306,f
894,12259309,f
895,12259310,f
896,12259311,f
897,12259315,f
898,12259316,f
899,12259317,f
900,12259320,f
901,12259323,f
902,12259329,f
903,12259332,f
904,12259333,f
905,12259339,f
906,12259341,f
907,12259345,f
908,12259348,f
909,12259349,f
910,12259354,f
911,12259356,f
912,12259359,f
913,12259364,f
914,12259365,f
915,12259368,f
916,12259370,f
917,12259375,f
918,12259379,f
919,12259386,f
920,12259387,f
921,12259396,f
922,12259402,f
923,12259403,f
924,12259405,f
925,12259409,f
926,12259422,f
927,12259423,f
928,12259424,f
929,12259432,f
930,12259438,f
931,12259441,f
932,12259443,f
933,12259455,f
934,12259457,f
935,12259459,f
936,12259467,f
937,12259483,f
938,12259486,f
939,12259495,f
940,12259507,f
941,12259508,f
942,12259522,f
943,12259524,f
944,12259529,f
945,12259531,f
946,12259544,f
947,12259553,f
948,12259557,f
949,12259563,f
950,12259583,f
951,12259594,f
952,12259597,f
953,12259602,f
954,12259610,f
955,12259611,f
956,12259616,f
957,12259631,f
958,12259633,f
959,12259634,f
960,12259635,f
961,12259637,f
962,12259639,f
963,12259651,f
964,12259652,f
965,12259654,f
966,12259668,f
967,12259673,f
968,12259682,f
969,12259685,f
970,12259691,f
971,12259694,f
972,12259697,f
973,12259702,f
974,12259711,f
975,12259713,f
976,12259718,f
977,12259719,f
978,12259736,f
979,12259744,f
980,12259745,f
981,12259749,f
982,12259750,f
983,12259759,f
984,12259760,f
985,12259761,f
986,12259781,f
987,12259788,f
988,12259790,f
989,12259793,f
990,12259816,f
991,12259819,f
992,12259830,f
993,12259835,f
994,12259839,f
995,12259843,f
996,12259845,f
997,12259850,f
998,12259851,f
999,12259853,f
1000,12259858,f
1001,12259870,f
1002,12259871,f
1003,12259882,f
1004,12259887,f
1005,12259888,f
1006,12259896,f
1007,12259902,f
1008,12259903,f
1009,12259906,f
1010,12259908,f
1011,12259913,f
1012,12259914,f
1013,12259922,f
1014,12259925,f
1015,12259930,f
1016,12259931,f
1017,12259944,f
1018,12259946,f
1019,12259954,f
1020,12259958,f
1021,12259971,f
1022,12259981,f
1023,12259986,f
1024,12259990,f
1025,12259995,f
1026,12260001,f
1027,12260002,f
1028,12260028,f
1029,12260031,f
1030,12260035,f
1031,12260036,f
1032,12260038,f
1033,12260050,f
1034,12260055,f
1035,12260056,f
1036,12260061,f
1037,12260064,f
1038,12260066,f
1039,12260068,f
1040,12260070,f
1041,12260073,f
1042,12260086,f
1043,12260088,f
1044,12260091,f
1045,12260093,f
1046,12260099,f
1047,12260102,f
1048,12260104,f
1049,12260119,f
1050,12260122,f
1051,12260126,f
1052,12260134,f
1053,12260136,f
1054,12260145,f
1055,12260146,f
1056,12260156,f
1057,12260157,f
1058,12260163,f
1059,12260171,f
1060,12260182,f
1061,12260184,f
1062,12260188,f
1063,12260189,f
1064,12260200,f
1065,12260207,f
1066,12260220,f
1067,12260222,f
1068,12260234,f
1069,12260248,f
1070,12260254,f
1071,12260265,f
1072,12260272,f
1073,12260279,f
1074,12260284,f
1075,12260307,f
1076,12260319,f
1077,12260342,f
1078,12260346,f
1079,12260349,f
1080,12260362,f
1081,12260364,f
1082,12260383,f
1083,12260389,f
1084,12260391,f
1085,12260402,f
1086,12260404,f
1087,12260409,f
1088,12260422,f
1089,12260438,f
1090,12260439,f
1091,12260443,f
1092,12260445,f
1093,12260478,f
1094,12260516,f
1095,12260519,f
1096,12260537,f
1097,12260541,f
1098,12260543,f
1099,12260547,f
1100,12260552,f
1101,12260559,f
1102,12260566,f
1103,12260571,f
1104,12260572,f
1105,12260588,f
1106,12260595,f
1107,12260596,f
1108,12260599,f
1109,12260600,f
1110,12260608,f
1111,12260611,f
1112,12260613,f
1113,12260615,f
1114,12260616,f
1115,12260617,f
1116,12260622,f
1117,12260631,f
1118,12260640,f
1119,12260642,f
1120,12260644,f
1121,12260652,f
1122,12260660,f
1123,12260662,f
1124,12260689,f
1125,12260693,f
1126,12260696,f
1127,12260700,f
1128,12260704,f
1129,12260706,f
1130,12260710,f
1131,12260714,f
1132,12260718,f
1133,12260719,f
1134,12260729,f
1135,12260732,f
1136,12260741,f
1137,12260742,f
1138,12260745,f
1139,12260749,f
1140,12260751,f
1141,12260752,f
1142,12260755,f
1143,12260762,f
1144,12260773,f
1145,12260788,f
1146,12260790,f
1147,12260794,f
1148,12260799,f
1149,12260804,f
1150,12260811,f
1151,12260812,f
1152,12260816,f
1153,12260828,f
1154,12260832,f
1155,12260837,f
1156,12260852,f
1157,12260863,f
1158,12260878,f
1159,12260882,f
1160,12260885,f
1161,12260889,f
1162,12260906,f
1163,12260909,f
1164,12260923,f
1165,12260925,f
1166,12260928,f
1167,12260932,f
1168,12260948,f
1169,12260950,f
1170,12260953,f
1171,12260969,f
1172,12260982,f
1173,12260984,f
1174,12260989,f
1175,12260995,f
1176,12261000,f
1177,12261002,f
1178,12261019,f
1179,12261028,f
1180,12261049,f
1181,12261051,f
1182,12261064,f
1183,12261069,f
1184,12261077,f
1185,12261078,f
1186,12261090,f
1187,12261091,f
1188,12261096,f
1189,12261098,f
1190,12261114,f
1191,12261117,f
1192,12261120,f
1193,12261126,f
1194,12261132,f
1195,12261136,f
1196,12261153,f
1197,12261154,f
1198,12261156,f
1199,12261157,f
1200,12261168,f
1201,12261179,f
1202,12261191,f
1203,12261199,f
1204,12261200,f
1205,12261201,f
1206,12261202,f
1207,12261216,f
1208,12261219,f
1209,12261232,f
1210,12261239,f
1211,12261240,f
1212,12261246,f
1213,12261251,f
1214,12261253,f
1215,12261255,f
1216,12261266,f
1217,12261276,f
1218,12261277,f
1219,12261284,f
1220,12261299,f
1221,12261317,f
1222,12261364,f
1223,12261366,f
1224,12261377,f
1225,12261386,f
1226,12261387,f
1227,12261398,f
1228,12261399,f
1229,12261406,f
1230,12261435,f
1231,12261449,f
1232,12261451,f
1233,12261460,f
1234,12261463,f
1235,12261475,f
1236,12261480,f
1237,12261481,f
1238,12261529,f
1239,12261536,f
1240,12261540,f
1241,12261564,f
1242,12261567,f
1243,12261570,f
1244,12261573,f
1245,12261576,f
1246,12261603,f
1247,12261607,f
1248,12261629,f
1249,12261632,f
1250,12261636,f
1251,12261648,f
1252,12261650,f
1253,12261654,f
1254,12261665,f
1255,12261668,f
1256,12261671,f
1257,12261673,f
1258,12261678,f
1259,12261685,f
1260,12261688,f
1261,12261692,f
1262,12261702,f
1263,12261709,f
1264,12261710,f
1265,12261738,f
1266,12261747,f
1267,12261756,f
1268,12261763,f
1269,12261774,f
1270,12261790,f
1271,12261792,f
1272,12261798,f
1273,12261806,f
1274,12261830,f
1275,12261834,f
1276,12261843,f
1277,12261856,f
1278,12261863,f
1279,12261881,f
1280,12261889,f
1281,12261901,f
1282,12261910,f
1283,12261911,f
1284,12261927,f
1285,12261935,f
1286,12261940,f
1287,12261951,f
1288,12261956,f
1289,12261964,f
1290,12261968,f
1291,12261975,f
1292,12261983,f
1293,12261999,f
1294,12262005,f
1295,12262050,f
1296,12262055,f
1297,12262063,f
1298,12262069,f
1299,12262073,f
1300,12262077,f
1301,12262083,f
1302,12262095,f
1303,12262097,f
1304,12262107,f
1305,12262139,f
1306,12262141,f
1307,12262148,f
1308,12262166,f
1309,12262182,f
1310,12262196,f
1311,12262205,f
1312,12262217,f
1313,12262225,f
1314,12262228,f
1315,12262231,f
1316,12262242,f
1317,12262262,f
1318,12262284,f
1319,12262298,f
1320,12262299,f
1321,12262308,f
1322,12262310,f
1323,12262312,f
1324,12262322,f
1325,12262345,f
1326,12262351,f
1327,12262369,f
1328,12262387,f
1329,12262397,f
1330,12262407,f
1331,12262408,f
1332,12262414,f
1333,12262433,f
1334,12262434,f
1335,12262438,f
1336,12262486,t
1337,12262489,f
1338,12262496,f
1339,12262497,f
1340,12262503,f
1341,12262504,f
1342,12262505,f
1343,12262511,f
1344,12262515,f
1345,12262530,f
1346,12262533,f
1347,12262537,f
1348,12262551,f
1349,12262557,f
1350,12262564,f
1351,12262572,f
1352,12262576,f
1353,12262577,f
1354,12262579,f
1355,12262588,f
1356,12262593,f
1357,12262599,f
1358,12262617,f
1359,12262632,f
1360,12262651,f
1361,12262656,f
1362,12262674,f
1363,12262675,f
1364,12262680,f
1365,12262686,f
1366,12262687,f
1367,12262717,f
1368,12262737,f
1369,12262740,f
1370,12262753,f
1371,12262759,f
1372,12262765,f
1373,12262768,f
1374,12262771,f
1375,12262775,f
1376,12262778,f
1377,12262788,f
1378,12262802,f
1379,12262810,f
1380,12262809,f
1381,12262815,f
1382,12262827,f
1383,12262840,f
1384,12262842,f
1385,12262853,f
1386,12262856,f
1387,12262857,f
1388,12262858,f
1389,12262865,f
1390,12262869,f
1391,12262880,f
1392,12262887,f
1393,12262913,f
1394,12262914,f
1395,12262916,f
1396,12262918,f
1397,12262926,f
1398,12262931,f
1399,12262934,f
1400,12262951,f
1401,12262961,f
1402,12262975,f
1403,12262979,f
1404,12262980,f
1405,12262986,f
1406,12262995,f
1407,12262996,f
1408,12262997,f
1409,12262999,f
1410,12263010,f
1411,12263034,f
1412,12263048,f
1413,12263053,f
1414,12263063,f
1415,12263065,f
1416,12263067,f
1417,12263071,f
1418,12263075,f
1419,12263079,f
1420,12263082,f
1421,12263092,f
1422,12263096,f
1423,12263105,f
1424,12263117,f
1425,12263122,f
1426,12263129,f
1427,12263137,f
1428,12263139,f
1429,12263144,f
1430,12263145,f
1431,12263149,f
1432,12263158,f
1433,12263164,f
1434,12263165,f
1435,12263169,f
1436,12263170,f
1437,12263177,f
1438,12263181,f
1439,12263195,f
1440,12263232,f
1441,12263242,f
1442,12263246,f
1443,12263266,f
1444,12263288,f
1445,12263301,f
1446,12263314,f
1447,12263317,f
1448,12263318,f
1449,12263332,f
1450,12263334,f
1451,12263338,f
1452,12263346,f
1453,12263359,f
1454,12263366,f
1455,12263367,f
1456,12263383,f
1457,12263389,f
1458,12263394,f
1459,12263396,f
1460,12263397,f
1461,12263409,f
1462,12263411,f
1463,12263419,f
1464,12263426,f
1465,12263433,f
1466,12263436,f
1467,12263460,f
1468,12263466,f
1469,12263467,f
1470,12263471,f
1471,12263472,f
1472,12263474,f
1473,12263475,f
1474,12263489,f
1475,12263498,f
1476,12263500,f
1477,12263515,f
1478,12263520,f
1479,12263539,f
1480,12263557,f
1481,12263569,f
1482,12263579,f
1483,12263584,f
1484,12263589,f
1485,12263596,f
1486,12263611,f
1487,12263616,f
1488,12263618,f
1489,12263623,f
1490,12263624,f
1491,12263631,f
1492,12263633,f
1493,12263641,f
1494,12263649,f
1495,12263660,f
1496,12263663,f
1497,12263673,f
1498,12263674,f
1499,12263680,f
1500,12263697,f
1501,12263703,f
1502,12263706,f
1503,12263710,f
1504,12263711,f
1505,12263717,f
1506,12263723,f
1507,12263736,f
1508,12263750,f
1509,12263758,f
1510,12263769,f
1511,12263776,f
1512,12263798,f
1513,12263800,f
1514,12263805,f
1515,12263812,f
1516,12263813,f
1517,12263819,f
1518,12263841,f
1519,12263845,f
1520,12263846,f
1521,12263849,f
1522,12263879,f
1523,12263882,f
1524,12263899,f
1525,12263907,f
1526,12263924,f
1527,12263945,f
1528,12263955,f
1529,12263962,f
1530,12263971,f
1531,12264021,f
1532,12264065,f
1533,12264066,f
1534,12264069,f
1535,12264071,f
1536,12264078,f
1537,12264086,f
1538,12264093,f
1539,12264096,f
1540,12264100,f
1541,12264106,f
1542,12264107,f
1543,12264123,f
1544,12264140,f
1545,12264148,f
1546,12264154,f
1547,12264177,f
1548,12264204,f
1549,12264213,f
1550,12264217,f
1551,12264219,f
1552,12264244,f
1553,12264276,f
1554,12264277,f
1555,12264317,f
1556,12264319,f
1557,12264320,f
1558,12264322,f
1559,12264351,f
1560,12264362,f
1561,12264365,f
1562,12264369,f
1563,12264386,f
1564,12264387,f
1565,12264402,f
1566,12264403,f
1567,12264430,f
1568,12264432,f
1569,12264456,f
1570,12264463,f
1571,12264473,f
1572,12264480,f
1573,12264492,f
1574,12264497,f
1575,12264506,f
1576,12264509,f
1577,12264522,f
1578,12264530,f
1579,12264531,f
1580,12264532,f
1581,12264556,f
1582,12264564,f
1583,12264572,f
1584,12264575,f
1585,12264577,f
1586,12264593,f
1587,12264605,f
1588,12264609,f
1589,12264624,f
1590,12264625,f
1591,12264627,f
1592,12264653,f
1593,12264654,f
1594,12264665,f
1595,12264668,f
1596,12264686,f
1597,12264705,f
1598,12264714,f
1599,12264727,f
1600,12264743,f
1601,12264754,f
1602,12264769,f
1603,12264800,f
1604,12264802,f
1605,12264803,f
1606,12264812,f
1607,12264814,f
1608,12264831,f
1609,12264835,f
1610,12264841,f
1611,12264842,f
1612,12264845,f
1613,12264848,f
1614,12264851,f
1615,12264863,f
1616,12264864,f
1617,12264870,f
1618,12264872,f
1619,12264883,f
1620,12264887,f
1621,12264918,f
1622,12264924,f
1623,12264933,f
1624,12264936,f
1625,12264937,f
1626,12264939,f
1627,12264944,f
1628,12264963,f
1629,12264966,f
1630,12264971,f
1631,12264994,f
1632,12265019,f
1633,12265031,f
1634,12265036,f
1635,12265046,f
1636,12265047,f
1637,12265060,f
1638,12265065,f
1639,12265076,f
1640,12265080,f
1641,12265086,f
1642,12265091,f
1643,12265095,f
1644,12265102,f
1645,12265104,f
1646,12265134,f
1647,12265138,f
1648,12265152,f
1649,12265161,f
1650,12265163,f
1651,12265178,f
1652,12265192,f
1653,12265199,f
1654,12265203,f
1655,12265205,f
1656,12265233,f
1657,12265245,f
1658,12265246,f
1659,12265253,f
1660,12265257,f
1661,12265261,f
1662,12265265,f
